index,text,kontext,klassifikation.tore_bayern,klassifikation.tore_gegner,klassifikation.phase,meta.saison,meta.spieltag,meta.heim_auswaerts,meta.gegner,meta.tabelle,meta.ballbesitz_bayern,ergebnis.bayern,ergebnis.gegner,offizielle.schiedsrichter,offizielle.kommentator,source_file,sentiment__fine_tuned_german_sentiment,sentiment__fine_tuned_german_sentiment__conf,sentiment__xlm-roberta-base,sentiment__xlm-roberta-base__conf,sentiment__german-sentiment-bert,sentiment__german-sentiment-bert__conf,sentiment__german-news-sentiment-bert,sentiment__german-news-sentiment-bert__conf
4,Allerdings: Die vergangenen beiden Auswärtspartien in der Liga bei den Fuggerstädtern verloren die Münchner.,FC Bayern München,0,0,0,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.932,Positiv,0.6805,Neutral,1.0,Neutral,0.8926
5,Und auch hier kommen die Augsburger besser in die Partie.,FC Augsburg,0,0,0,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.7806,Positiv,0.5585,Negativ,0.902,Negativ,0.6666
6,"Zweikampf de Ligt gegen Demirović, und Schiedsrichter Christian Dingert entscheidet auf Handspiel und Elfmeter.",Neutral,0,0,0,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Neutral,0.9714,Neutral,0.9203,Neutral,0.9965,Neutral,0.6243
7,"Das Stadion jubelt, aber natürlich wird das Ganze noch mal überprüft.",Neutral,0,0,0,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Neutral,0.9101,Neutral,0.8297,Neutral,0.9908,Positiv,0.7477
8,"Die Bilder zeigen: Handspiel ja, aber nicht im Sechzehner.",Neutral,0,0,0,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Neutral,0.8895,Neutral,0.9044,Neutral,0.9996,Neutral,0.9446
9,"Es gibt Freistoß statt Elfmeter für Augsburg, und um diesen wird sich Vargas kümmern.",FC Augsburg,0,0,0,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.8437,Positiv,0.5842,Neutral,0.9998,Neutral,0.9168
10,"Zwei Mauern, er entscheidet sich für die Augsburger.",FC Augsburg,0,0,0,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9431,Positiv,0.5284,Neutral,0.9986,Neutral,0.8004
11,"""Wir werden das Spiel gewinnen"", ließ Thomas Tuchel vor der Partie verkünden.",FC Bayern München,0,0,0,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.94,Positiv,0.6433,Neutral,0.9992,Neutral,0.8187
12,"Optimistische und offensive Aussage vom Münchner Coach, der aber mit der Anfangsphase nicht zufrieden sein dürfte.",FC Bayern München,0,0,0,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.7433,Positiv,0.5897,Neutral,0.9997,Negativ,0.5303
13,Augsburg wirkt wacher und griffiger.,FC Augsburg,0,0,0,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Negativ,0.908,Negativ,0.5238,Neutral,0.9979,Negativ,0.5504
14,"Iago auf Demirović, rein damit, aber die Fahne geht hoch.",FC Augsburg,0,0,0,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Negativ,0.9175,Positiv,0.4991,Neutral,0.9934,Neutral,0.5718
15,"Es soll eine Abseitsposition gewesen sein, und tatsächlich: Es ist eine ganz knappe Angelegenheit.",FC Augsburg,0,0,0,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.8574,Negativ,0.4965,Neutral,0.9999,Neutral,0.9228
16,Den Zuschauern wird hier früh einiges geboten.,Neutral,0,0,0,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Neutral,0.9209,Neutral,0.7843,Positiv,0.8079,Positiv,0.9116
17,"""Es ist unglaublich wichtig für uns, zu Hause vor ausverkauftem Haus zu spielen.",FC Augsburg,0,0,0,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9239,Positiv,0.5535,Positiv,0.7228,Positiv,0.7498
18,"Das ist unser zwölfter Mann auf dem Platz"", sagte jetzt Thorup.",FC Augsburg,0,0,0,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9252,Positiv,0.5728,Neutral,0.9893,Neutral,0.5383
19,Und die zwölften Augsburger stellen die Münchner vor Aufgaben.,Neutral,0,0,0,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Neutral,0.923,Neutral,0.8865,Neutral,1.0,Neutral,0.9871
20,Neunte Minute: Erster Abschluss für die Gäste.,FC Bayern München,0,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9423,Positiv,0.5415,Neutral,0.9829,Neutral,0.654
21,"Die Flanke kommt von Guerreiro, über den eine große deutsche Tageszeitung nach dem Unionspiel titelte: ""Flanken ins Nichts, Schuss ins Tor"".",FC Bayern München,0,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9577,Positiv,0.6021,Neutral,1.0,Neutral,0.9572
22,Das Team von Thomas Tuchel erzielte bereits 22 Treffer vor dem Seitenwechsel und damit mehr als jedes andere Team in dieser Saison.,FC Bayern München,0,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9612,Positiv,0.668,Neutral,1.0,Neutral,0.982
23,Auf der Gegenseite kassierte der FCA klar die meisten Gegentore in der ersten Halbzeit.,FC Augsburg,0,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Negativ,0.8061,Positiv,0.6057,Neutral,1.0,Neutral,0.9672
24,"Festgedribbelt, immerhin erster Eckball für die Münchner.",FC Bayern München,0,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Negativ,0.7943,Positiv,0.5355,Neutral,0.9978,Neutral,0.7977
25,"Guerreiro tritt an, dann Pavlovic: 23. Minute, 1:0 FC Bayern München.",FC Bayern München,1,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9325,Positiv,0.6764,Neutral,1.0,Neutral,0.8115
26,"Eine Szene, in der eine Menge passiert: Erst bearbeitet Torschütze Pavlovic Keeper Dahmen, dann gibt es die unglückliche Vorlage von Tietz, der mit Coman in einen Zweikampf kommt.",FC Bayern München,1,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Negativ,0.9215,Positiv,0.632,Neutral,1.0,Neutral,0.5423
27,"Das wird auch noch ein Thema, aber erst einmal freuen sich die Münchner über den ersten Bundesligatreffer des 19-Jährigen Pavlovic, der nicht im Abseits steht, weil der Kopfball von Jakic kommt.",FC Bayern München,1,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Negativ,0.8609,Positiv,0.6389,Neutral,0.9974,Neutral,0.3728
28,Der Rest ist reine Formsache.,FC Bayern München,1,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9041,Negativ,0.5107,Neutral,0.995,Negativ,0.5427
29,"Und damit zurück zu Coman, für den es nicht weitergeht: Diagnose Innenbandriss im linken Knie.",FC Bayern München,1,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Negativ,0.8307,Positiv,0.5396,Neutral,0.9978,Negativ,0.4647
30,Die Personalsituation des FC Bayern verschärft sich noch einmal.,FC Bayern München,1,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.5532,Positiv,0.5499,Neutral,0.9999,Neutral,0.8435
31,"Tuchel muss zum ersten Mal wechseln, Tel kommt für Coman in die Partie.",FC Bayern München,1,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Negativ,0.9154,Negativ,0.5101,Neutral,0.9967,Neutral,0.6519
32,"Die Bayern haben also wieder ihren Treffer in der ersten Halbzeit, und beim FC Augsburg bleibt es dabei: Nicht eine Partie in der aktuellen Saison überstand man ohne Gegentor.",Neutral,1,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Neutral,0.9465,Neutral,0.8727,Neutral,0.9999,Neutral,0.9274
33,"Guerreiro, der das erste Mal seit seinem Wechsel nach Deutschland 2016 die Rechtsverteidigerposition bekleidet bzw. bekleiden muss.",FC Bayern München,1,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.8779,Positiv,0.536,Neutral,1.0,Neutral,0.9662
34,"Es ist nicht so, dass die Bayern das Spiel jetzt nach der Führung komplett dominieren.",FC Bayern München,1,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.7312,Positiv,0.6307,Neutral,0.9906,Positiv,0.4732
35,Augsburg bleibt weiterhin konzentriert und mutig.,FC Augsburg,1,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9509,Negativ,0.5291,Neutral,0.9999,Neutral,0.9243
36,"Neuer: Die Münchner haben zwar mehr Ballbesitz, mehr Torschüsse, verzeichnen aber die Gastgeber.",FC Bayern München,1,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9365,Positiv,0.6534,Neutral,0.9978,Neutral,0.4881
37,"Nachspielzeit erste Halbzeit: Noch wenig zu sehen vom Topjäger der Liga, Harry Kane, versucht sich aber immer wieder einzubinden.",FC Bayern München,1,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9204,Positiv,0.6605,Neutral,0.9978,Neutral,0.5706
38,"Kane gegen Bremen zuletzt ohne Tor, gegen Union nur ein Abseitstor.",FC Bayern München,1,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9065,Positiv,0.6961,Neutral,0.9965,Neutral,0.666
39,"Es ist nur noch eine Frage der Zeit, bis es erste ernstgemeinte Analysen gibt, die sich um die Torkrise des Engländers kümmern.",FC Bayern München,1,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.7564,Positiv,0.5378,Neutral,0.9999,Negativ,0.5414
40,"45 + 5: Goretzka im Spielaufbau, Davies: 2:0 Bayern München.",FC Bayern München,2,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9664,Positiv,0.6757,Neutral,0.9977,Neutral,0.7558
41,"Alphonso ""Fons"" Davies, zuletzt im Formtief, ihm fehle laut Tuchel etwas Selbstvertrauen, haut den Ball aus gut 20 Metern mit rechts ins Tor.",FC Bayern München,2,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9534,Positiv,0.6304,Neutral,0.9999,Neutral,0.8107
42,Das ist eigentlich sein Standbein.,FC Bayern München,2,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9385,Negativ,0.5132,Neutral,0.9999,Neutral,0.9218
43,"Viel wurde zuletzt über ihn geschrieben, endlich sorgt er auch mal wieder aus sportlicher Sicht für positive Schlagzeilen.",FC Bayern München,2,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9374,Positiv,0.5531,Neutral,0.9987,Neutral,0.734
44,Das 2:0 ist gleichzeitig auch der Pausenstand.,Neutral,2,0,1,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Neutral,0.8245,Neutral,0.779,Neutral,1.0,Neutral,0.9906
45,Nach 45 Minuten führt der Leverkusen-Jäger aus München vielleicht ein Tor zu hoch mit 2:0.,FC Bayern München,2,0,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9391,Positiv,0.6635,Neutral,0.9912,Neutral,0.4543
46,Personell gibt es keine weiteren Wechsel.,Neutral,2,0,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Neutral,0.9621,Neutral,0.7727,Neutral,0.9973,Neutral,0.9363
47,"Die Münchner im Angriff: Tel, Pavlovic, und Tel macht sich auf in Richtung Strafraum.",FC Bayern München,2,0,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9591,Positiv,0.6394,Neutral,0.9916,Neutral,0.4769
48,"Sané bemerkt das, wieder Tel und Dahmen.",FC Bayern München,2,0,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.6572,Negativ,0.5,Neutral,1.0,Neutral,0.9611
49,"Thomas Tuchel selbst hat eine Augsburger Vergangenheit: In der Jugend spielte er für den FCA, zudem trainierte er erst die U19, anschließend die zweite Mannschaft.",FC Bayern München,2,0,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9597,Positiv,0.6497,Neutral,1.0,Neutral,0.9935
50,Und sein ehemaliger Arbeitgeber hat sich hier noch nicht aufgegeben.,FC Augsburg,2,0,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.953,Negativ,0.5256,Neutral,0.9979,Neutral,0.7432
51,"Auf der rechten Seite Mbabu, der hat so viel Platz, da könnte man ein Einkaufszentrum errichten.",FC Augsburg,2,0,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Negativ,0.7845,Positiv,0.5435,Neutral,0.9702,Neutral,0.3827
52,"Mbabu auf Demirović: 52. Minute, nur noch 1:2 aus Sicht der Augsburger.",FC Augsburg,2,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.5622,Positiv,0.6746,Negativ,0.4997,Negativ,0.6459
53,Keiner will Mbabu am Flanken hindern.,FC Augsburg,2,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.5149,Negativ,0.5304,Neutral,0.9859,Negativ,0.5437
54,Demirović erzielt dann sein neuntes Saisontor.,FC Augsburg,2,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Negativ,0.919,Positiv,0.5876,Neutral,1.0,Neutral,0.99
55,"Eine Aufholjagd kann Augsburg: Ganze 15 Zähler sammelten die Fuggerstädter in der laufenden Spielzeit, obwohl sie zuvor ins Hintertreffen geraten waren.",FC Augsburg,2,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9477,Positiv,0.6301,Neutral,1.0,Neutral,0.9117
56,Das ist Liga-Höchstwert.,FC Augsburg,2,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9054,Negativ,0.5265,Neutral,0.9952,Neutral,0.4152
57,"Es ist ein sehr unterhaltsames Fußballspiel, weil beide Mannschaften offensiv denken.",Neutral,2,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Negativ,0.8787,Neutral,0.8733,Neutral,0.9964,Positiv,0.6377
58,"Jetzt wieder der Sprung auf die andere Seite: Sané, seine wohl konstanteste Saison in der Bundesliga, immer wieder sorgt er für Gefahr im und um den gegnerischen Strafraum.",FC Bayern München,2,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9406,Positiv,0.65,Neutral,0.9999,Neutral,0.7496
59,Wie viel Risiko geht der FCA?,FC Augsburg,2,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.8757,Negativ,0.501,Neutral,0.9671,Neutral,0.5825
60,"1:2, aber es ist noch eine Menge Zeit auf der Uhr.",Neutral,2,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Neutral,0.8822,Neutral,0.7835,Neutral,0.4689,Negativ,0.3627
61,"Jensen: Der FC Bayern ist nach dem Ausrutscher gegen Bremen natürlich unter Druck, wenn man den Anschluss an Leverkusen nicht verlieren will.",FC Bayern München,2,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9293,Positiv,0.6618,Neutral,0.978,Negativ,0.6611
62,"Sané mit etwas Tempo, der Ball landet bei Musiala.",FC Bayern München,2,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.8688,Positiv,0.5374,Neutral,1.0,Neutral,0.931
63,"58. Minute: Der Ball geht rein, und die Fahne geht hoch.",FC Bayern München,2,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9308,Positiv,0.6385,Neutral,0.6507,Neutral,0.524
64,"Klare Abseitsposition von Kane, aber spielt das hier überhaupt eine Rolle?",FC Bayern München,2,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.858,Positiv,0.5323,Neutral,0.9815,Neutral,0.743
65,Es wird wieder der VAR um Rat gefragt.,FC Bayern München,2,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.8771,Negativ,0.526,Neutral,0.999,Neutral,0.8866
66,Erste Frage: Kommt der Ball von Jakic und nicht von Musiala?,FC Bayern München,2,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.8972,Positiv,0.5047,Neutral,0.9856,Neutral,0.6211
67,Es ist tatsächlich Jakic.,FC Bayern München,2,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.8925,Negativ,0.5187,Neutral,0.9852,Positiv,0.3747
68,Aber zweite Frage: Hat der Augsburger die klare Kontrolle?,FC Augsburg,2,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.8042,Negativ,0.4964,Neutral,0.9915,Neutral,0.6048
69,"Denn dann ist es egal, wo Kane steht.",FC Bayern München,2,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Neutral,0.6734,Positiv,0.5037,Neutral,0.9244,Negativ,0.589
70,"Dingert schaut und grübelt lange, entscheidet dann aber auf Tor für den FC Bayern.",FC Bayern München,3,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.7218,Positiv,0.6429,Neutral,0.9999,Neutral,0.8746
71,Der Zwei-Tore-Vorsprung ist also wiederhergestellt.,FC Bayern München,3,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.92,Positiv,0.5362,Neutral,0.9979,Neutral,0.8006
72,Augsburg muss jetzt noch mal das Risiko erhöhen.,FC Augsburg,3,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.8209,Negativ,0.5223,Neutral,0.9889,Neutral,0.4363
73,Uduokhai: Den hält nichts mehr hinten.,FC Augsburg,3,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.8414,Negativ,0.5254,Neutral,0.9699,Neutral,0.4531
74,"Be und Neuer, der nie abschaltet und in der Situation bleibt.",FC Bayern München,3,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Negativ,0.8282,Negativ,0.5121,Neutral,0.996,Neutral,0.8693
75,"Und das war wichtig, sonst steht es hier zum 2:2.",FC Bayern München,3,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Negativ,0.8853,Positiv,0.5051,Negativ,0.7277,Neutral,0.4413
76,"Das Spiel gönnt sich für eine gute Viertelstunde eine kleine Pause, was Highlights angeht.",Neutral,3,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Neutral,0.546,Neutral,0.8551,Neutral,0.9948,Positiv,0.6897
77,"80 Minuten mittlerweile gespielt, und plötzlich hat viel Rasen und Dahmen vor sich.",FC Bayern München,3,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.7515,Positiv,0.5992,Neutral,0.9975,Neutral,0.599
78,Hätte hier für die Entscheidung sorgen können.,FC Bayern München,3,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9323,Negativ,0.5255,Neutral,0.9943,Neutral,0.8671
79,Das Warten auf sein viertes Saisontor geht weiter.,FC Bayern München,3,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9015,Positiv,0.5712,Neutral,0.9998,Neutral,0.9547
80,Zuletzt durfte der 18-Jährige im September beim 7:0 gegen den VfL Bochum jubeln.,FC Bayern München,3,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.8913,Positiv,0.6601,Neutral,1.0,Neutral,0.7341
81,Schlussphase: Ecke für den FCA.,FC Augsburg,3,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9324,Positiv,0.5001,Neutral,0.9966,Neutral,0.8843
82,"Neuer kommt raus, Uduokhai bleibt liegen.",Neutral,3,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Neutral,0.9893,Neutral,0.8538,Negativ,0.9888,Negativ,0.9745
83,"Die Partie läuft erstmal weiter, aber wenige Augenblicke später meldet sich wieder der VAR.",Neutral,3,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Neutral,0.9669,Neutral,0.7944,Negativ,0.954,Negativ,0.9254
84,"Es geht um die Bewegung von Manuel Neuer: Der Keeper trifft Uduokhai, er trifft ihn im Sechzehner, und jeder weiß, was das bedeutet: Strafstoß für Augsburg in der 88. Minute.",FC Augsburg,3,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9289,Positiv,0.6672,Neutral,0.9958,Neutral,0.4805
85,Der eingewechselte Michel: Michel gegen Neuer.,FC Augsburg,3,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.9308,Negativ,0.4971,Neutral,0.9974,Neutral,0.5766
86,"Manuel Neuer: Einen Elfmeter verursacht, einen gehalten.",FC Bayern München,3,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Positiv,0.8986,Positiv,0.5414,Neutral,0.997,Neutral,0.7275
87,"Kein Grund zur Aufregung, der Nationalkeeper hält es weiterhin 3:1 für die Münchner.",FC Bayern München,3,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Negativ,0.7104,Positiv,0.651,Neutral,0.9994,Neutral,0.5711
88,"Aber es gibt noch einmal 7 Minuten oben drauf, und Augsburg gibt nicht auf.",FC Augsburg,3,1,2,23/24,19,Auswärts,FC Augsburg,2,0.58,3,2,Christian Dingert,Martin Gräfe,23-24_S19_fc_augsburg.json,Negativ,0.7324,Positiv,0.5081,Negativ,0.9694,Negativ,0.8003
